x,y
50.0065333,514.407989
50.05238996,917.52864649
50.00247807,1339.126761
50.0,1787.17128943
50.00121599,2245.36307576
50.20266708,2678.80923045
50.00017309,3084.12412501
50.01249691,3517.14407426
3950.0,479.74199423
3950.0,924.77660247
3950.0,1348.50293672
3950.0,1814.12087489
3950.0,2216.29466792
3950.0,2637.49248003
3950.0,3048.9380191
3950.0,3525.293015
50.0,3950.0
520.2199695,3950.0
931.85549876,3950.0
1335.88786852,3950.0
1765.35829651,3950.0
2226.53113437,3950.0
2647.78592067,3950.0
3078.17220553,3950.0
3487.16844719,3950.0
3950.0,3950.0
50.11001659,50.00008744
476.7253255,50.00154872
900.44680291,50.1765193
1364.41824404,50.00256407
1824.6465608,50.0070765
2231.83618688,50.01580251
2644.06159254,50.00143038
3065.36040107,50.01464827
3477.83423717,50.02096938
3950.0,50.1145671
2413.06383476,1581.00540304
2405.66677036,2437.93739969
1539.84143211,1552.47317936
1579.55115587,2424.36217333
2419.0049684,1110.16304336
1125.96534792,1551.59946421
1581.47952341,2880.15111241
3301.850948,1451.14797433
2883.22267832,2875.57518711
588.10707502,626.47675666
777.22064287,2918.17198231
3332.90341618,3148.42279601
2935.52418202,795.29162133
2363.76353893,3279.42065857
