x,y
50.0,514.81399959
50.0,917.12810207
50.0,1337.9158641
50.0,1784.84902892
50.0,2245.50481012
50.0,2680.22237398
50.0,3083.28180557
50.0,3518.55392073
3950.0,479.31541014
3950.0,917.60952412
3950.0,1349.12667186
3950.0,1814.5313703
3950.0,2218.17499174
3950.0,2638.02161197
3950.0,3045.92861367
3950.0,3526.19565554
50.0,3950.0
520.19922442,3950.0
932.58667572,3950.0
1337.928219,3950.0
1763.47836056,3950.0
2227.85153335,3950.0
2648.25198142,3950.0
3078.31877356,3950.0
3485.78728289,3950.0
3950.0,3950.0
50.0,50.0
477.07787412,50.0
901.18176739,50.0
1323.04679693,50.0
1791.03689675,50.0
2230.23696664,50.01479141
2641.85459845,50.00545916
3064.52294781,50.0
3477.93014394,50.0
3950.0,50.0
