x,y
50.391427013371484,497.263970665412
50.0005438054451,919.1890268051638
50.03616311085191,1359.4781671167239
50.00938006823828,1789.860728051206
50.11357183911355,2199.1430598028555
50.004346871325,2652.7089555561156
50.02241467891777,3083.074035836552
50.04282952794294,3502.9043081068767
3949.9970089860017,524.5840413868374
3949.9901781870344,926.6322813206988
3949.991064997081,1332.8772662413503
3949.900520829564,1804.306163156146
3949.992490299159,2207.480863534225
3949.989997790257,2647.0044785708806
3949.966152895392,3078.910354884792
3949.985180930471,3515.0337166704367
50.05189040220316,3949.986967590923
534.1029599504326,3949.954979238118
954.5592509656747,3949.9895983430215
1356.8857896969503,3949.9964509161273
1783.0492121133138,3949.984301310618
2231.960584120716,3949.983798004734
2666.8295101648755,3949.9968568533877
3120.172827619391,3949.89574990812
3523.366294532809,3949.9874473255795
3949.9929874454356,3948.6155464031895
50.007848657656,50.007848657656
486.80335102317025,50.18842833322809
908.7024995086566,50.012536037220244
1337.1632943336415,50.00777953128649
1780.8066431420893,50.03275866213539
2211.685626984182,50.00408995106418
2698.0631946475537,50.002364490079366
3101.2921617803877,50.00346909204123
3515.314366621382,50.10200319481265
3949.9059563866795,50.0
1089.932263139039,2465.065472339039
3044.2564836740125,1034.9138607140121
1463.1887932865452,2023.6012336665453
2789.000055771051,3363.144877891051
2383.6063010555145,2227.2142512255145
2495.5219926198297,1612.34105678983
1609.4353052859574,3079.190181475958
3162.524699239482,2391.309406999482
1552.4023717594923,1559.0171301894925
556.0141045281946,1364.3634794615457
2874.2270862445375,2864.324289414537
2556.5984796850744,439.97912818541727
2058.73336199034,3488.74964559034
2208.932694849608,1130.4453907053135
