x,y
50.00009983,514.3037985
50.00013059,917.0963967
50.0,1337.41137678
50.0,1785.49765217
50.0,2245.35591279
50.0,2679.93138067
50.0,3083.26437206
50.0,3518.79362435
3950.0,480.34738521
3950.0,917.21394842
3950.0,1348.9341179
3950.0,1814.10152422
3950.0,2216.80351243
3950.0,2638.69164834
3950.0,3046.2575671
3950.0,3526.50197037
50.0,3950.0
519.08042539,3950.0
934.9201926,3950.0
1337.35113074,3950.0
1763.27669589,3950.0
2227.83081222,3950.0
2647.5211421,3950.0
3078.10211755,3950.0
3486.32266669,3950.0
3950.0,3950.0
50.0,50.00116236
476.53139341,50.00016183
900.92808889,50.0
1323.07341956,50.0
1790.50952865,50.00000102
2230.31343524,50.15158143
2641.96949565,50.03137959
3064.09074179,50.0
3478.46853133,50.0
3950.0,50.0
1573.06578168,1581.25855584
2412.57129273,2435.16055955
1579.33717649,2424.36870841
2407.34715248,1126.38540661
1584.92784272,2884.25305563
2869.94986456,2438.26323574
666.22102696,2360.87755344
1425.15405679,692.04841524
3295.86772283,1436.02238281
2756.85805282,3317.5199705
2960.81309551,1040.25224311
751.1078011,1694.3197543
620.5292517,818.96523286
