x,y
50.01207777,495.14589842
50.62357793,921.15594807
50.16049914,1340.15858328
50.1951042,1771.62598309
50.24910884,2216.03098493
50.25761262,2618.32819826
50.05905413,3105.50522993
50.0,3540.93639645
3950.0,513.17209539
3950.0,920.54375087
3950.0,1323.50455929
3950.0,1799.36078608
3950.0,2202.21027868
3950.0,2640.38330411
3950.0,3052.47321057
3950.0,3470.56824092
50.57245196,3950.0
523.98558069,3950.0
994.72037501,3950.0
1399.66063486,3950.0
1811.22481012,3950.0
2220.23825447,3950.0
2665.66596695,3950.0
3074.0589933,3950.0
3516.42426922,3950.0
3950.0,3950.0
50.05935928,50.05670889
484.9180231,50.65348847
899.07324358,50.05620751
1341.02168844,50.0
1751.99630924,50.32846902
2173.02668475,50.15701852
2696.28090044,50.37526865
3110.49885781,50.11665147
3525.85536358,50.34224917
3950.0,50.93309746
1611.04425134,1578.99304846
2462.32526501,2443.45061496
2455.39105904,1577.69774753
1567.98965251,2410.72708734
2453.8693744,1151.40454928
1125.25261436,2406.49848828
2339.78492452,3320.14950487
3123.52056856,2295.2655953
716.2842504,1197.38091305
3148.4895888,1445.94825801
754.13307773,2888.15232871
1249.97631916,732.894005
3221.0046252,3183.4265573
1671.44476696,3300.41905322
