x,y
50.01175185,495.56381299
50.05250137,921.13091863
51.60207214,1340.21820359
52.97046221,1771.78445434
50.39610854,2215.85447723
50.34076082,2618.97350626
50.02088251,3105.96845389
50.548929,3541.55550112
3950.0,512.52390004
3950.0,920.43023295
3950.0,1325.27808866
3950.0,1800.09965661
3950.0,2204.13195472
3950.0,2640.50835378
3950.0,3051.47853195
3950.0,3470.47779694
50.10581092,3950.0
513.80694996,3950.0
975.68060655,3950.0
1398.20527087,3949.75475801
1809.01227979,3950.0
2220.99293393,3950.0
2664.57427245,3950.0
3073.93431999,3950.0
3516.5280437,3950.0
3950.0,3950.0
50.37141636,50.10022429
487.64232328,50.53268364
899.19301278,50.30074272
1338.12934721,50.0
1772.86356925,50.23067644
2181.73496117,50.27797284
2696.91797314,50.37793329
3114.34318549,50.20201891
3525.23137015,50.05315724
3950.0,50.00307038
1572.15040971,1572.52614401
2418.32681442,1561.61190932
