x,y
50.0,514.5650284327126
50.0,916.8707559777761
50.003486934653836,1338.9200830232166
50.0,1784.4290845444516
50.0,2246.018157219345
50.0,2679.865588049053
50.0,3081.9911933073977
50.0,3516.1066916128866
3950.0,479.1116011529833
3950.0,923.6971885436342
3950.0,1348.4712001754272
3950.0,1815.0293516847908
3950.0,2217.725122972851
3950.0,2639.199105583735
3950.0,3044.734554426595
3950.0,3524.8999079838454
50.10325435437595,3950.0
521.8034450783625,3950.0
930.1576980415107,3950.0
1337.748069373311,3950.0
1762.809538963034,3950.0
2227.3819544837284,3950.0
2646.9504444348654,3950.0
3077.346775802683,3950.0
3484.929091710097,3950.0
3950.0,3950.0
50.0,50.0
476.8620532280288,50.0
901.1960613307973,50.02452154597033
1326.4162249831625,50.06316166963962
1789.729941733965,50.0
2232.0841452163518,50.0
2641.27455626229,50.0
3065.2860106735543,50.02348506270919
3477.8263238507175,50.0
3950.0,50.0
2409.5912649456386,2436.1911687898155
1565.5529845377705,1578.9414717751235
2414.1475383612596,1575.4013935182272
1572.8457262368029,2426.8005310311237
