x,y
1595.483232779477,137.57070104424082
977.1780650031467,3397.07441750228
1371.3146784683381,530.8820984556994
2152.7098195308167,3881.0030671421996
1474.5805527411298,1761.7341630223646
144.21135509180968,169.30232440613912
2877.0679418618456,3241.832746575435
577.9469057008171,3695.49213862618
1393.0914228527633,2271.312121659343
1791.796730754577,2126.504439845316
1171.4375840792993,1232.6816152306906
1276.2641307956826,3063.986773984538
2330.071220333651,290.7843847448561
2341.312128004203,3525.3685639274413
3509.203766491913,305.3790541798609
3407.7365431726757,2624.9053888183207
3946.944817328954,1925.2193661118267
3793.881802617407,1507.9032153881442
3459.978281230979,804.8789179961494
2043.6619542022586,2815.70909339841
3777.823931740164,3084.623817131153
762.1179768079522,148.0605089678668
749.5891208025827,1899.866077361844
3224.770899583228,1496.6290137213962
175.68006852478808,1383.0459869357305
672.0161326048616,2377.6618775347656
2254.913340372033,711.8108192815781
1178.1674928855514,3939.933616267029
2717.546026058719,1296.858194009475
2966.996118486709,2489.5990763239442
448.4883824061491,739.7690689161285
2881.7796931972,1785.9190837053782
185.04395973595288,1981.4095218853838
2969.2741246644123,3788.8802899500593
2853.5610542247664,81.01303798933694
3778.8489213683038,3495.189136593625
1652.146584341876,1286.1102898071442
763.3176828814737,1241.2111203110487
2441.2224203606984,2213.136185883877
2238.966551855914,1641.9841225989112
3918.15384289188,2700.6444401274107
1663.3816354711466,3692.205979981588
578.5517630989865,3219.6567337763317
76.18873760206336,3389.4308633362452
162.20322728376198,2684.798730019441
3314.6240440890874,3409.8158461472235
3949.901601137583,62.60821489656122
188.64858098767098,3924.912304401477
3422.146186440921,2099.3932763754065
3879.894666031796,1037.2575474475893
