0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
50.0,50.942452395661405,2035.5313198913382,3950.0,3940.6791496570368,2572.823646762217,1194.5803401569908,3895.8060389060443,50.0,1555.876149640073,1027.5013882387427,1766.3233743782205,1070.1470553749448,50.0,3950.0,1590.2755632362387,3950.0,1136.6827869750643,3162.0948867302113,1831.2625996976335,82.92862469469618,3950.0,3950.0,530.4377971844555,687.5629095843431,2228.7534447409034,1264.3016576061752,1188.8834998534858,3948.842956849831,57.77716006741626,50.0,2254.949277199466,1595.870651447865,3950.0,2198.332411373229,1251.1937477532317,588.0542550986798,50.0,3685.1127344137244,829.8350250906075,3950.0,3950.0,3950.0,3120.395969045462,251.90219178129468,1905.3583670023318,51.79456150412671,1086.66228821326,569.4161499922121,3948.801894496056,2459.273642589573,3939.4730634803295,2765.0573024587193,50.0,345.7070329889869,376.4681476489848,398.2018218246522,3133.309218909315,447.372389397588,1511.9401560755036,847.8305879854255,394.6279406389066,3529.2236558102736,3950.0,3226.705239680245,50.0,50.0,3551.552107759508,2615.586340889681,1911.6271672789737,1475.5279101680917,50.0,458.8869167918595,3528.197113809963,1940.0932588177125,50.0,50.0,2736.024182399939,2999.3799388371826,1421.6153232461695,1885.1608747663022,2020.4970121760493,2272.8147911556753,2972.2619980146733,3936.854565416199,1990.512097739444,456.4092129806127,2579.8737917950302,3022.1576467547243,405.38203570235964,3950.0,3544.8327308452876,3562.362967099904,3226.415736792613,2973.1291289263304,3950.0,1707.0075428820626,424.73080125764113,3593.9390312198134,2823.209850022214
3950.0,1958.8687369900563,262.6402386259266,3360.4939497926052,1688.576414800181,3950.0,50.0,1430.267496444111,502.9975543631228,61.631173205668055,2680.874061353817,3950.0,3950.0,1293.4412116386475,50.0,2412.5802612197267,1482.9177469148594,50.0,3950.0,50.0,3950.0,2943.5396254430093,50.0,3946.5576203980722,50.0,2995.998990258715,1985.0440206167016,3223.6879655498633,3586.6922092924333,1503.5386822595447,69.00817673024015,50.020601197548054,3462.943194872381,3950.0,50.0,627.8789933529177,3212.743003947007,2437.90880588923,2785.6437838688935,3551.53874522586,3950.0,599.0459270415487,3950.0,3949.7088060930814,439.8931071735746,3854.348338896643,2196.105042916163,3768.268014170159,2552.4147299314272,3142.5339371853975,2479.825268344094,50.0,3434.1807930195396,50.0,419.41887994172873,474.22371147168457,2879.6267597393207,477.03808778697936,366.4066565106076,2681.269921115903,3950.0,3545.672914653914,830.4126483813496,3950.0,3293.868081928989,716.2870600229419,1532.6691674074427,2067.065992771154,405.8932406059694,924.4750206713229,2589.5250547674627,2314.2569458857856,3548.0472670585987,2013.9661004671245,943.2180771760546,59.738088581609404,3026.900076351241,50.419369377855496,3589.940696531029,990.8951305716769,2504.790474693848,784.0600898348652,1214.7663246168,3674.5631882844123,735.8893279181157,3395.5724230738365,1929.9198698261566,1597.261707152182,1422.410968450177,3017.785645900571,612.304014424133,3012.5711824442633,3606.2982501740207,3198.8059229283363,2024.5830870463392,50.0,50.10138835059884,1842.213265196447,649.5184256110047,2208.1353686476205
1101.3657641781347,50.0,3311.450190824095,3950.0,50.0,2198.0277493382887,937.680732965863,3950.0,3160.504676694647,2012.816045210724,50.0,50.0,2988.8651193685478,899.9015486209568,3950.0,3926.6042404427526,2678.2962035709425,3694.1418167269094,654.2187989576876,1265.4724610941653,2236.9222222065296,64.84852401846175,50.0,657.5661040810189,50.0,3949.7989072416485,2350.824755893506,3950.0,2398.2566704838846,1947.0880914336237,50.00130671197562,3206.8366259291506,1809.145003445856,841.3031185766962,1851.7345271643892,1507.7722523739408,1497.4254943786455,104.36404391752181,1682.5021238254358,2903.927125304274,3217.9303191305466,50.0,1911.7387991063722,3949.0063629102497,1296.9793386726033,3338.7791289951156,1428.1205558645308,2428.455987375424,2280.627948705747,3555.2725687804436,2713.0541282160484,2466.5403519368538,2772.192448353122,50.0,3185.5866925986147,3234.1659890190513,199.68716855923697,3577.6926817045633,52.925015569037654,2671.9155264941437,3929.546964574748,52.459832559696046,482.3229561728735,57.95459829296384,1107.6480276298432,569.4564960878198,87.96447981088066,1105.251019516746,2623.851270927628,471.20277068165126,446.36749557111784,2894.671797539879,3890.6061342809053,2455.665951978455,448.5793120184783,1735.0312864044472,3946.1401795612446,664.0051147903239,3668.3964154768005,363.2026450445553,1861.2410355912439,3514.203138507018,1252.1356888196967,1260.1264662618034,517.1316782913856,3944.418199994287,3838.180056364704,1351.8081322941175,3950.0,3001.7797378906935,1068.4462937134415,2647.108359820633,3584.075689431761,3198.986689101022,3949.756188217089,3499.1351976703004,50.0,1638.9282037304297,3589.8299022957276,934.1561280066811
464.2753410089998,50.0,910.2057023286081,3950.0,50.0,1233.9824169566582,2588.7874517109644,3530.3921381689106,3950.0,3950.0,3950.0,50.0,50.0,3935.368733869131,2942.146143460491,3950.0,2961.2663895578207,50.0,50.0,122.01925173426326,2656.923776358796,2440.324891162457,2012.373438967745,2700.9674228118424,50.0,3157.804164285731,3950.0,2687.1744297597616,3950.0,1587.9302606727697,50.0,567.6649434082125,3950.0,536.9239440772506,3871.380518437733,3556.438823238081,1972.503823071504,3950.0,3357.6775261777943,3950.0,1361.857075802,147.04111161674956,50.0,2542.7838833528535,2433.6386495062125,3949.8645010064024,3945.9989325003644,3087.3766331093857,1939.5847447895082,885.0685860548018,1586.2982358406548,1577.8503644854775,449.3378669125593,3950.0,3945.130894772593,2175.3796616355517,3437.7318187845663,3558.024853733926,3948.986149339231,955.0329355008316,447.1153765486212,1033.4812935374923,1359.459452468695,2319.303263999064,3530.790078433569,1655.4885053386463,446.24768197371685,621.5972397992889,809.731526799203,437.45689990758603,539.3965461257204,2506.4567111538454,50.0,1933.4350089568284,435.6025571153397,1825.927255159607,1552.1408758991556,3950.0,2465.4306126863794,50.0,1272.2221928225786,1041.033650107907,3550.290835392641,87.87174726244025,3531.794972913279,3049.348635951742,2667.137051738396,399.8298502469995,262.8287397228984,3591.717314438845,3546.649967450264,600.8672713795613,2319.438818963518,3111.157922688052,1665.173027621395,1184.4451844304433,2559.2738201625502,785.963634693693,811.4228337241691,868.751719610289
932.255419572646,50.0,1021.7267454476079,3950.0,1469.626949216768,3934.995505296063,953.6099534850559,1620.5121572590858,2569.7407093467905,50.046698925883305,2633.0003246531414,3950.0,3950.0,569.7071727923843,3261.1423338044824,50.0,1397.7427724454767,1279.0428857349277,3950.0,3946.9445699817106,332.00881709268964,1230.1951153375119,3027.932888257647,2580.1415215471243,2584.4063364459116,474.0298762179226,50.0,720.5895235856469,2023.4969056306636,3950.0,3950.0,3518.319665818434,50.0,50.990636170287665,50.0,1943.5733775446322,2083.593585482886,50.0,2991.7052031468634,3768.845921029275,3081.6777570966597,1114.3475246403186,3845.632562106557,52.10545155754636,91.16561602238588,2773.15931769321,50.77856855767814,3950.0,3949.5152133827933,1422.5874584469043,2485.7965408272057,971.5478093345891,3950.0,2356.0806997654863,466.6983421621538,50.0,2152.749865899559,2844.1240073143895,1398.5267801107138,50.0,114.80729467541876,3543.787292562676,3846.7826569271356,1944.7658804910052,465.9569873189731,3949.9999926005257,503.0334465434118,3141.062756457228,3472.310945987898,3948.4262808828257,2830.067015997393,2121.9819857460143,1486.319658382573,3534.757707773577,3556.188268899608,327.6644421229606,3445.462861017817,1474.0090642163414,1663.8174166137105,473.92711780248425,2847.1907580362004,2945.6091559162137,700.0896839683498,470.50410529530876,808.9245708525675,3509.3922166654106,912.7782624508013,2788.281487624513,3421.9275067229487,3526.359013571394,703.1113477758608,996.4124695842745,50.0,2362.533241247169,3950.0,3087.593054599227,642.237339785559,2432.2201707520962,3268.9053165276573,638.8291610925763
50.0,50.0,3950.0,3044.017190941292,877.7627513021528,1043.6290539450404,2652.421290677998,50.0,3924.6972164562435,1391.7836609690212,50.0,3950.0,3950.0,781.4195778027179,2152.5714517238903,50.0,3941.6166907222732,1952.6333113328396,3946.3855251131745,3950.0,2512.531325454694,1407.058229521382,1683.9328545944281,415.3437094417201,3950.0,3524.904593505653,3517.703384815883,891.612690283384,50.0,810.1712018215832,50.0,3084.214861318545,50.0,2075.3580857386337,3486.388746081744,1696.2241636145768,3489.5908911739107,50.0,3542.691308696253,3950.0,3441.4471501210733,3563.084665129048,3119.8351895142246,3950.0,1216.8205711692706,3950.0,2820.1191657651298,2405.7797638730312,654.9552556481036,3908.7397942542166,2426.70477039817,2476.3983858159945,50.0,3524.564624707045,1264.2805176245079,2779.617862181749,317.6349759589448,349.65314072700954,2555.837783497894,3904.4872332683167,2856.0061668890253,3636.5340775934746,452.8467489902406,3052.440193323433,455.2330811787092,1747.0234886078283,3086.304013544848,50.49929406758669,835.786895208289,116.2915413264089,811.5828988127479,2866.8719574395477,1743.7053603581455,3069.9452593138535,3950.0,2422.703219277503,1436.5526670486843,95.18275028038026,313.91934872115587,2375.5718553195343,442.6435771846644,734.3561457894449,2182.631184312098,558.0225924240575,1921.3782899658215,3950.0,749.6551604016045,1459.9014082107228,449.30788729758586,3552.34646788228,3536.778182882786,1290.7300258316188,1897.709447203327,1895.2664077148906,1344.334871386297,701.9169575871247,3950.0,50.0,776.1730020253013,511.62257531801373
50.0,58.19479757022553,1780.2146484243876,3059.7421145170065,1486.5587058710605,2788.7019239346964,50.0,3950.0,2417.7082613963676,3949.9995360969774,3950.0,3818.6158846259455,536.6307192790043,1799.4147966243459,3558.8957391695753,2797.171658252593,449.95142347643724,3948.992518542921,1989.3752971437716,3922.153378748202,813.6948979771903,2105.0848763307313,3949.9596094781846,50.0,3473.8463763722066,50.0,2001.1037957752449,1424.0296221631515,3950.0,863.5174363502193,3566.734923126788,3949.9989624879004,3651.109738117313,3530.375618213588,50.0,519.697393657805,1148.2906894455718,50.0,3155.247691979262,3950.0,51.41848434374435,2584.5699348915923,2745.584996999134,63.05724017829185,3950.0,2678.298857387001,50.0,922.1096041323681,1704.738384900015,734.9926755030016,2531.8262717775574,1162.9715131829782,444.3773316815348,122.92875750690307,1057.592129245881,3950.0,3795.78402717828,420.1871858938796,2484.9872024475985,368.3198322488927,3950.0,2182.494573275199,1446.936365104288,429.30877646348927,2849.962184238568,1404.685781561391,119.77980677772743,3548.411152857609,1468.4041210304003,3950.0,1040.0400525026212,436.4374034079038,3499.921236637867,897.7406067344402,1085.0510977143217,3517.199842613109,3930.9034943826928,1263.2251648238407,403.8367013758989,3048.7141790538326,3330.306584077649,423.46963572995014,2639.876132093396,2181.819391784753,3888.865017906604,1786.947710824259,50.31240897795448,2015.1811973248903,448.92729886631355,2649.8682261167937,3548.9080748615675,2183.7829132720517,2218.854624073861,50.0,3950.0,3251.2817452040254,2122.639072808988,541.0660447906624,545.6286808813531,843.0727344251977
3809.3141671782687,3469.977316795409,50.0,1465.6855269359771,50.0,271.2793635017534,53.08749498146896,2035.1005571504184,1916.1866694036526,3020.5866237851646,1222.5800729888222,2946.1440245316567,2069.3124578586303,2201.9698304440517,2904.0522052649985,696.8174900177225,3950.0,2581.626363131198,3950.0,50.0,3948.0996465011253,469.8909924246736,2544.085332799688,444.94397787192935,3949.8281036515323,891.7869346905583,3950.0,1342.181563160237,3157.817829788295,50.045737519166465,2489.9159851977047,3800.857936783863,383.1969734786332,50.0,2110.166966335861,3950.0,1917.822966000215,50.0,3406.9128798950333,3950.0,1489.821861572879,70.19428667384904,378.1264866148069,914.375417076349,1694.5110060362579,3944.570078886847,177.11059955029071,3528.8508169499823,3895.532299563327,1780.4049132217606,782.1256983419482,72.47749576440148,2574.858990125763,3376.2505534440575,2904.291686683461,1239.6942731374568,2910.1640621049146,3940.4738955384228,2329.6689097765775,1847.7169921039856,76.13515190915577,2651.8429276202496,576.5974190866616,3515.1126280060053,859.5612929007766,3950.0,3950.0,3858.142622370816,3054.2911181501554,3369.357775854309,665.3833178850915,1249.3438199509458,2929.591942932244,1642.2375631545772,2079.3067703610627,2601.4788413551955,406.2896946985874,3950.0,1195.4656865719883,401.9890645918792,3950.0,3089.532856126166,537.8960691156886,495.87457079791346,3499.090948026173,2974.0098095657017,2468.22048707896,865.0047589407786,614.3079805380784,2397.5258282229975,728.710409945767,3139.1952399648276,3667.0674154526373,2293.7577923142703,850.2192670784633,853.8182094618219,1522.3030781221282,885.5965951883476,3492.0192926294435,1079.4507935689746
60.900869756155075,50.0,3102.5490128921806,2170.1906305921852,3950.0,3950.0,432.47857550786824,3950.0,50.0,619.2574589778775,873.3856259471215,3949.484453590479,2391.417602325847,936.1611304498116,2802.6309624379746,614.2144142449357,374.00817655905604,940.1729742270777,559.8357002375772,3417.83632810095,567.7742480145175,2888.5960832650644,1734.865129065584,3224.118322821512,3950.0,2481.950955614516,1852.1988592373643,3934.4984203231056,2089.6626041447303,2260.1515848625627,3950.0,2907.421714944962,3950.0,50.0,1433.0096808697642,3949.9973318670104,59.82383595648092,2966.053216969723,74.08000613093068,2082.81212339585,2422.3351562591256,1342.2727787955016,3696.0071116323293,359.821533074101,928.0256401402871,771.9827876107466,51.224593436637626,1526.2130697853158,56.45497725339369,2481.9462612500006,1323.9088020302283,3297.901462944138,426.1872799424001,357.5417674745595,3950.0,3502.221493818777,3936.009417211555,1833.8901911801443,2449.980456026268,3839.6292443400193,695.7063340991831,56.39756092905764,2941.722953996236,3660.5504210791155,50.0,3817.5489008028767,428.0251694627271,1336.2855151941817,918.8982322007748,3176.6923300969847,3304.5009477840954,3848.1816063927595,1035.9304787951826,1448.8612085334162,3950.0,731.134387063913,1653.035491182619,2268.8128628391264,1442.8089044848093,1207.1483584421246,3499.4125579471784,3453.3632685336843,3950.0,1204.8669527829518,2118.564405065043,293.31807245831806,2507.537821307732,50.0,3440.3105128499656,50.0,3556.655221751343,2582.281483903791,3256.0665482705044,458.35771036950956,1130.248855847979,56.81969297295775,1148.3124573434231,2548.8291052133886,2348.4599897485173,3447.2515424412513
3950.0,569.0773363178023,2210.6123724965723,624.8687608243167,2178.5429516860922,3380.891997502691,50.0,2668.2824059017594,2312.221878760269,2556.0015242704353,1151.763461442565,3384.042537457002,1854.6614126529043,2168.911300643392,1281.1778875181858,3950.0,3204.5285394549987,2767.9254090270115,3086.202065502109,2074.1449927175377,3844.37419712037,50.0,1026.354375774873,50.0,3582.578758529547,357.64318437484815,3950.0,3950.0,56.340480970197824,3604.377239372599,333.147661870529,3950.0,536.7974087303878,50.0,2857.746830335116,50.0,2191.6944532527873,3950.0,50.0,2021.076046660452,294.56078105853845,2343.6288687265715,1589.7440111969322,50.0,1522.6575122921781,1141.8927427267536,1425.5927851137062,1693.632932683485,904.114407023467,2326.450180517935,3390.422534452698,3950.0,2991.0452524681523,1559.7427532102315,1832.1227825246729,756.795539211817,2761.7624280040845,3247.5458650595565,1737.8986156474282,3873.5473338127217,880.4519434571173,447.730915163276,2359.1134924443004,50.0,2986.1511632993947,3707.042609037501,571.6869515042408,793.4640093351815,3927.1424745746685,2890.7656627423726,644.3283702444471,3574.3934984520424,3934.8121432508906,1783.4635375411074,3418.196165633209,757.6721383865637,50.0,941.9794107056744,566.8406489864999,1219.5638640516152,3515.5764125259075,3567.6615677316026,2608.550553642873,3912.0041889910126,3935.0496995216295,3315.108766005474,50.0,3100.7054205430272,3950.0,1079.4240524004413,3950.0,2342.4048805207735,833.472284840921,3948.434496155463,1991.205487122794,285.45222899850415,3060.238790705809,574.8361993764778,50.0,327.4628511676413
