x,y
50.00015993,514.1205512
50.0,916.40582969
50.0,1336.47412495
50.0,1785.1565724
50.0,2246.30463733
50.0,2679.45272167
50.00001176,3083.17147857
50.00000429,3518.97733671
3950.0,480.59957312
3949.98399723,916.81681599
3950.0,1348.44710845
3950.0,1782.8504125
3950.0,2218.94811478
3950.0,2639.81493386
3950.0,3049.02234472
3950.0,3525.34164101
50.0000388,3950.0
521.22364878,3950.0
932.85347292,3950.0
1336.79092688,3950.0
1763.47230224,3950.0
2228.96929992,3950.0
2650.49172864,3950.0
3079.17299444,3950.0
3486.34903509,3950.0
3950.0,3950.0
50.14037067,50.00000005
476.50323469,50.0
900.43201933,50.0
1325.09458052,50.0
1787.71676081,50.00018223
2232.89088598,50.0
2643.58952669,50.00000654
3065.47444439,50.07423988
3478.71827892,50.00000331
3950.0,50.0
1574.57470828,1582.90121411
2412.51089589,2435.45814985
1579.05247542,2424.40987781
2409.67550848,1127.84984131
1584.0859011,2884.1397485
2870.00255849,2437.41145124
664.96900806,2361.50024467
1423.74063749,694.48677966
3296.24706301,1435.90654457
610.23585389,824.19812319
3476.45716727,3340.74455248
2639.31513679,521.91260366
2446.16207497,2912.58699183
647.84026912,2768.76523249
