x,y
50.0,496.88426069
50.0,919.18910404
50.0,1359.44651823
50.0,1789.8594074
50.43900305,2209.14962343
50.0,2652.73461474
50.0,3083.05333705
50.0,3502.86761735
3950.0,524.55767989
3950.0,926.5986195
3949.99999978,1332.84836027
3949.89682615,1804.30145906
3950.0,2207.46182311
3949.99998357,2646.99535328
3950.0,3078.940006
3950.0,3515.01692984
50.00487634,3950.0
534.1340317,3950.0
954.51262348,3949.99911995
1356.87702668,3949.99999787
1783.05369131,3950.0
2231.96129002,3950.0
2666.83956966,3950.0
3120.24902382,3949.99999984
3522.96507145,3950.0
3950.0,3948.5984901
50.0,50.0
486.62124807,50.0
908.67335138,50.00101109
1337.20580396,50.00000108
1780.77948587,50.0
2211.69012969,50.0
2698.07558269,50.0
3101.29328964,50.0000186
3515.25012127,50.00051613
3949.98170092,50.0
1089.63024729,2465.14318108
3043.60739872,1034.9323836
1463.2244591,2023.86080659
2788.91915759,3363.07904287
2383.53878826,2227.21700052
2495.55019609,1612.23944376
1609.59838224,3079.50982474
3162.52464907,2388.26761953
1552.46946449,1558.06294151
556.14467945,1364.43520259
2875.07550532,2864.28938809
2556.20631064,441.0423625
2058.74872502,3488.79479537
2209.61533499,1131.61986621
