x,y
50.0,498.55877995
50.0,907.10933953
50.0,1356.503724
50.0,1802.07918593
50.00000434,2223.4659406
50.0,2642.79149978
50.0,3091.57479914
50.00085486,3499.14548456
3950.0,478.2951147
3950.0,926.70507101
3950.0,1339.91601979
3950.0,1785.68112107
3950.0,2207.61530639
3950.0,2657.91021268
3950.0,3071.05792716
3950.0,3514.60040924
50.0,3950.0
460.16052799,3949.99915849
920.24637777,3950.0
1331.88303802,3950.0
1754.17836474,3949.93718571
2209.55897064,3950.0
2644.71436977,3950.0
3065.32208645,3950.0
3477.74082558,3950.0
3950.0,3950.0
50.0,50.0
483.91337724,50.0
932.02816681,50.0
1355.84939077,50.0
1778.91109298,50.0
2212.97607355,50.0
2647.27094541,50.0
3081.3871138,50.50358426
3502.34319843,50.0
3950.0,50.0
1097.06537783,1609.88903292
1508.09884858,776.74022217
1643.3621315,1603.06430889
902.64358519,2740.2830249
2521.44698079,1913.65395112
1551.30431052,2412.46689162
2859.33969029,658.40113531
3210.47151375,1070.77174887
2254.8007232,2793.86803814
2522.94786577,1467.60007496
677.29727429,1451.74878416
1995.04235542,766.25360743
1772.37173555,3042.6886875
2430.25452559,3254.05556997
