x,y
50.0,496.93928776
50.0,919.13218626
50.0,1359.56117628
50.0,1790.11478793
50.44381809,2209.15360837
50.0,2653.651083
50.0,3083.11850627
50.0,3503.01853031
3950.0,524.53261289
3950.0,926.69640047
3949.99999987,1332.84837642
3949.9041422,1804.39634387
3950.0,2207.47281605
3949.99997116,2647.10868125
3950.0,3079.80132383
3950.0,3515.02239247
50.00520876,3950.0
534.20146785,3950.0
954.59211475,3949.9995978
1356.88139014,3949.99999861
1783.05197048,3950.0
2231.74151595,3950.0
2666.48079607,3950.0
3120.35092119,3949.99999974
3522.9364199,3950.0
3950.0,3948.61138977
50.0,50.0
486.59071929,50.0
908.45771064,50.00092261
1337.17643534,50.0
1780.93584337,50.0
2211.46770144,50.0
2698.05644474,50.0
3101.30302187,50.00001292
3515.26579128,50.00053108
3949.97915254,50.0
1089.62820685,2465.08345311
3041.94583631,1035.3049106
1464.36489809,2024.68953912
2788.81704508,3364.0122204
2383.48383471,2221.95867818
2495.08613212,1611.60168605
1609.20634338,3079.40249499
3160.87481453,2388.03625705
1552.71215902,1557.88785391
556.15688577,1364.79595918
2875.25178457,2872.48577684
2555.96906524,440.78611486
2059.95436732,3488.13747701
2209.79968331,1131.16042182
