x,y
50.0,514.04614481
50.0,916.53852287
50.0,1335.56639043
50.0,1784.96199744
50.0,2246.4351124
50.00000003,2680.59148709
50.00417047,3083.76780852
50.0,3519.19381316
3950.0,480.64739652
3949.98265783,916.73565502
3950.0,1348.31730985
3949.99905834,1783.19805144
3950.0,2215.49737992
3950.0,2638.93084109
3950.0,3046.46900303
3950.0,3526.13417099
50.0,3950.0
520.99222171,3950.0
935.12726343,3949.99593208
1337.32951829,3949.99999994
1763.62934985,3949.97812183
2227.98221214,3949.99833797
2650.38746136,3950.0
3078.96064891,3950.0
3486.32941521,3949.99479673
3950.0,3950.0
50.04012657,50.0
476.52889564,50.0
901.49450772,50.0
1324.88168284,50.0
1783.55622716,50.0
2232.64002177,50.0
2642.370851,50.00069423
3066.12383237,50.06884616
3478.838351,50.00008242
3950.0,50.0
2389.6558362,2901.41829339
3153.89704796,1187.38504263
1173.32508484,2903.00619172
1539.74498659,1539.25587786
1571.71090851,2431.10461054
1572.72240227,2873.53338886
1288.25200438,3553.00551112
473.06876989,1264.01422906
2847.77524473,1547.1576469
2755.54812806,3325.07408237
909.80513407,553.69497746
1120.44032696,1611.06388404
2831.49574911,2823.72588181
2391.66244587,1965.1193073
