x,y
2354.41319768,2319.08011416
1289.9212736,1192.44461829
1690.63737596,1893.31710545
893.52737348,2625.52008999
2066.28526229,743.88052754
3561.0610912,593.70973275
890.60522689,540.87408412
3591.25083355,2571.51506641
2520.15435982,467.63802016
2990.71506941,155.24772043
246.43000508,2122.14240212
50.06094968,3411.6689051
3376.82183459,2196.26679534
1805.62700139,2974.01523705
1404.89627615,2179.43106699
539.88761299,3949.90422971
3949.48273589,1519.09042511
1661.53105535,50.0
50.0,1711.82805481
3293.32331242,3269.57621597
3183.49857744,3949.99912095
3523.38295027,3684.16826157
50.0,3949.95885032
64.31966016,1311.5315346
3949.99932704,50.0
3949.99494134,1000.28044445
2245.15290796,3950.0
54.82356047,2514.94354742
3950.0,3949.99065295
2860.05406301,1555.55227283
1692.71234411,889.69108005
1565.3259904,3305.51409283
2176.81235771,1337.119974
418.44493257,116.13325192
813.54900778,50.0
2944.33459786,2689.25592094
50.0,2918.99744477
3949.98652563,3522.51203329
3949.791384,471.77751424
1458.90725024,3911.49019367
948.21307471,3949.99916083
50.17166704,439.28197415
50.61805704,904.08610418
1855.22757634,3852.33255543
3562.43788332,151.85773283
2782.32940951,3949.90319806
2937.14540568,1101.79754848
3949.96719001,2389.94161037
756.39288113,1471.92131485
3949.66710266,1962.04087494
