x,y
50.0,483.33331602
50.0,916.66667087
50.0,1349.9999895
50.0,1783.33346653
50.0,2216.66661144
50.0,2649.99968879
50.0,3083.33292174
50.0,3516.66669214
3950.0,483.32524849
3950.0,916.66573552
3950.0,1349.99995059
3950.0,1783.33297822
3950.0,2216.66649955
3950.0,2650.00000409
3950.0,3083.3326742
3950.0,3516.66665652
50.0,3950.0
483.3327918,3950.0
916.66689002,3950.0
1350.00000409,3950.0
1783.32825436,3950.0
2216.66666316,3950.0
2650.00336439,3950.0
3083.44081166,3950.0
3516.66679804,3950.0
3950.0,3950.0
50.0,50.0
483.33326935,50.0
916.66322185,50.0
1349.98949031,50.0
1783.33332064,50.0
2216.66717313,50.0
2649.99992704,50.0
3083.3336014,50.0
3516.6656257,50.0
3950.0,50.0
3125.63698403,2480.06032884
2248.07619151,1432.99826846
3280.96779146,1126.61282564
1327.91418626,3189.24671141
3168.65972987,3332.52627251
1359.7557589,2481.00134176
1076.73445696,1811.45467224
2431.70069889,3071.00328921
2903.10162411,806.20810177
1770.53245997,2815.02510609
1352.6164944,746.0504991
1492.04026914,1735.96995453
660.78966346,2551.31447877
2730.97850088,1988.17022847
