x,y
50.13499093,482.42879405
50.08793045,917.49593722
50.10177956,1328.80683651
50.0,1780.60053135
50.02186042,2219.03487251
50.0000679,2650.42232266
50.0,3054.13744591
51.0027819,3464.59903755
3949.88178423,506.06963373
3947.90425614,924.08379784
3950.0,1342.92398639
3950.0,1782.35024432
3950.0,2218.26848946
3949.73277929,2651.65338309
3948.37078838,3077.94509252
3948.39551859,3493.98203069
50.30020822,3950.0
496.78701139,3949.9999982
920.3756024,3950.0
1354.90606093,3949.97206937
1797.99308641,3949.82118604
2233.08007689,3950.0
2649.41963511,3948.98542862
3083.17442069,3950.0
3515.72280289,3950.0
3949.99999979,3949.4619205
51.18278572,51.10344524
483.33458069,50.00006771
907.86303824,50.0
1352.88509019,50.0
1787.56262495,52.14889199
2218.54480082,50.0
2689.33056794,50.05397185
3132.28897239,50.00000393
3545.8410212,50.37628662
3949.99510713,50.13211567
3519.12582259,2298.29871357
1172.47100277,526.90817975
2027.94120313,1483.46583337
1062.74248333,1205.52267116
2444.04208011,1148.81569999
1789.98176493,3470.48739553
2370.35426464,2389.04103983
2004.44414073,657.50875826
1577.90384818,1643.52759626
1076.13533734,2670.90000917
2970.72285291,3027.40660477
1680.10989658,2541.10047973
2193.74416367,3228.75435783
3380.487548,1024.73401305
