x,y
52.01003845468167,514.586689552065
52.20909284394543,919.9688166251104
50.12598825925586,1340.8132032721583
50.000453875201195,1786.4496114606925
52.899931862276745,2247.558691622685
51.351644193443995,2678.857361428381
51.51014341861336,3082.6346442291765
50.0,3519.793119926797
3950.0,480.44939261559546
3950.0,918.5177823421641
3950.0,1350.4589402859724
3950.0,1815.2782215684874
3950.0,2219.333058443446
3950.0,2639.945831228552
3950.0,3046.175831102508
3950.0,3524.978002181158
52.01036020441637,3950.0
521.0716146365751,3950.0
934.8545747494534,3950.0
1340.292875054355,3950.0
1767.4101022441348,3950.0
2229.7361063775274,3950.0
2648.809469747418,3950.0
3080.109552199497,3950.0
3486.6641953651965,3950.0
3950.0,3950.0
50.9230764363104,51.73786984763316
476.6679103673524,50.04703041999737
902.517503075588,50.60615182516935
1324.9167441128232,52.451232750460036
1793.1750137500323,51.806701026634094
2230.8302989421377,52.04257403130473
2642.458998487091,51.81931653175565
3067.7946607855206,50.98702555673326
3478.3982217864454,50.0
3950.0,50.16292400078225
1567.7538029679115,1581.1976598888166
2408.636963779755,2436.993380435666
2416.046237446007,1577.783390719996
1581.152431090237,2424.472132184928
2422.2833595424445,1111.6286304598925
1121.1655443312475,2418.107455043656
1432.8451449492798,693.1882261314635
3300.2123076427665,2552.162340228215
695.0920113553041,2575.8494447326043
2375.8922092313887,3297.275782732507
3292.135191480102,1444.2075754202253
745.5586613697599,781.5282201229315
3213.1484113896236,3276.1667187866647
